ID,mutation_count,mean_VAF,EFFECT_2KB_upstream_variant,EFFECT_3_prime_UTR_variant,EFFECT_ITD,EFFECT_PTD,EFFECT_complex_change_in_transcript,EFFECT_frameshift_variant,EFFECT_inframe_codon_gain,EFFECT_inframe_codon_loss,EFFECT_inframe_variant,EFFECT_initiator_codon_change,EFFECT_non_synonymous_codon,EFFECT_splice_site_variant,EFFECT_stop_gained,EFFECT_stop_lost,EFFECT_stop_retained_variant,EFFECT_synonymous_codon,ABL1,ARID1A,ARID2,ASXL1,ASXL2,ATRX,BAP1,BCL10,BCOR,BCORL1,BRAF,BRCC3,CALR,CBL,CDK4,CDKN1B,CDKN2A,CDKN2B,CDKN2C,CEBPA,CHEK2,CREBBP,CSF1R,CSF3R,CSNK1A1,CTCF,CUX1,DDX23,DDX4,DDX41,DDX54,DHX33,DICER1,DNMT3A,DNMT3B,EED,EGFR,EP300,ETNK1,ETV6,EZH2,FAM175A,FLT3,GATA1,GATA2,GNAS,GNB1,H3F3A,HIPK2,IDH1,IDH2,IRF1,IRF4,IRF8,JAK2,JAK3,JARID2,KDM5C,KDM6A,KIT,KMT2C,KMT2D,KRAS,LUC7L2,MGA,MLL,MPL,MYC,NF1,NF2,NFE2,NIPBL,NOTCH1,NOTCH2,NPM1,NRAS,NXF1,PAPD5,PAX5,PHF6,PIK3CA,PPM1D,PRPF40A,PRPF8,PTEN,PTPN11,PTPRF,RAC1,RAD21,RAD50,RB1,RBBP4,ROBO1,ROBO2,RRAS,RUNX1,SAMHD1,SETBP1,SETD2,SF1,SF3B1,SH2B3,SMC1A,SMC3,SMG1,SPRED2,SRCAP,SRSF2,STAG1,STAG2,STAT3,STAT5A,SUZ12,TERT,TET2,TP53,U2AF1,U2AF2,WHSC1,WT1,ZBTB33,ZMYM3,ZNF318,ZRSR2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
P105784,1,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047430962,-0.016732765,-0.06278744,0.031715307,-0.089241505,-0.10306805,0.25665084,0.2791654,-0.26243487,-0.18240531,0.030298749,-0.34469792,0.25737497,0.2332889,-0.1319748,0.17248134,0.21105814,0.26976162,-0.34913716,-0.34543836,0.128515,0.18452118,0.43168056,0.017020823,0.16314785,0.027815571,-0.058962513,0.30005696,-0.16699569,0.03466597,-0.0407455,-0.18516724,0.08358421,-0.094072364,-0.14527032,-0.035336897,0.2562907,0.04469953,0.05718379,-0.021455592,0.25672016,-0.11539602,-0.07870531,0.04617649,0.39838108,-0.055942725,-0.036096882,-0.21645176,0.1119713,0.025804363
P105785,2,0.24985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047430962,-0.016732765,-0.06278744,0.031715307,-0.089241505,-0.10306805,0.25665084,0.2791654,-0.26243487,-0.18240531,0.030298749,-0.34469792,0.25737497,0.2332889,-0.1319748,0.17248134,0.21105814,0.26976162,-0.34913716,-0.34543836,0.128515,0.18452118,0.43168056,0.017020823,0.16314785,0.027815571,-0.058962513,0.30005696,-0.16699569,0.03466597,-0.0407455,-0.18516724,0.08358421,-0.094072364,-0.14527032,-0.035336897,0.2562907,0.04469953,0.05718379,-0.021455592,0.25672016,-0.11539602,-0.07870531,0.04617649,0.39838108,-0.055942725,-0.036096882,-0.21645176,0.1119713,0.025804363
P105787,10,0.33582,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.05842575,-0.01893708,-0.039081857,0.02197551,-0.08003986,-0.08724664,0.24016698,0.2770142,-0.24674994,-0.16473074,0.038951434,-0.34270176,0.24311581,0.24007542,-0.11606192,0.1774283,0.19636989,0.28277126,-0.33921134,-0.3379544,0.12845019,0.17029889,0.4272738,0.0107158255,0.15696657,0.040859997,-0.054806076,0.2861486,-0.16360442,0.024684168,-0.044607397,-0.18011329,0.07020776,-0.09805563,-0.1311673,-0.035455994,0.25794756,0.051264383,0.066920824,-0.019663036,0.24717954,-0.11799947,-0.087515764,0.053790424,0.38220435,-0.043515444,-0.026300022,-0.2248837,0.10866721,0.016817339
P105788,2,0.63775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.047430962,-0.016732765,-0.06278744,0.031715307,-0.089241505,-0.10306805,0.25665084,0.2791654,-0.26243487,-0.18240531,0.030298749,-0.34469792,0.25737497,0.2332889,-0.1319748,0.17248134,0.21105814,0.26976162,-0.34913716,-0.34543836,0.128515,0.18452118,0.43168056,0.017020823,0.16314785,0.027815571,-0.058962513,0.30005696,-0.16699569,0.03466597,-0.0407455,-0.18516724,0.08358421,-0.094072364,-0.14527032,-0.035336897,0.2562907,0.04469953,0.05718379,-0.021455592,0.25672016,-0.11539602,-0.07870531,0.04617649,0.39838108,-0.055942725,-0.036096882,-0.21645176,0.1119713,0.025804363
P105789,5,0.78594,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.033360835,-0.04324038,-0.06414396,0.029562496,-0.09848655,-0.09861622,0.30756703,0.33131602,-0.288269,-0.18155992,0.018608512,-0.39645576,0.30227062,0.26343998,-0.14293647,0.20403959,0.2543413,0.31209424,-0.39624384,-0.3856186,0.14804749,0.20140918,0.5066452,0.03330745,0.18346892,0.033346698,-0.075702906,0.33552206,-0.19404489,0.024541298,-0.077178925,-0.19961716,0.10231048,-0.11693207,-0.16375254,-0.047121197,0.301142,0.025482481,0.05917425,-0.03762562,0.28830865,-0.1322748,-0.07642839,0.04094265,0.46316472,-0.056197267,-0.023971451,-0.26210845,0.115790255,0.033610877
P105792,3,0.23356666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.048766803,-0.02867972,-0.06586639,0.039848108,-0.09939819,-0.11131441,0.31014958,0.32935342,-0.2950357,-0.19259058,0.034635603,-0.39978334,0.29626444,0.27132505,-0.14562099,0.2026486,0.24575727,0.31806257,-0.40285143,-0.39297143,0.15191768,0.21176352,0.5013411,0.022710375,0.18925202,0.03458565,-0.07097623,0.3465999,-0.19558251,0.025481924,-0.0655255,-0.2085361,0.102226876,-0.11933655,-0.16642047,-0.042416144,0.29995024,0.034104016,0.06388309,-0.03262061,0.28350183,-0.1255063,-0.08545685,0.05268212,0.4647598,-0.052664135,-0.036579728,-0.26435652,0.118254185,0.033873048
P105793,3,0.38506666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.0497856,-0.026714409,-0.057246067,0.0445311,-0.10675104,-0.11517161,0.30513763,0.33204782,-0.2966406,-0.200143,0.041540626,-0.39343545,0.2861085,0.2742484,-0.14782627,0.19941485,0.24681564,0.31195527,-0.4014306,-0.39889595,0.15380952,0.20865461,0.502094,0.02312345,0.19419631,0.03550623,-0.07303048,0.34541693,-0.19927524,0.026011322,-0.0624338,-0.20902216,0.10737713,-0.12662593,-0.16337438,-0.046517715,0.30035535,0.029879924,0.064569645,-0.036847737,0.2721063,-0.12339024,-0.09410695,0.047366362,0.45223102,-0.056130856,-0.04082787,-0.24674608,0.123609625,0.039293226
P105795,1,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497856,-0.026714409,-0.057246067,0.0445311,-0.10675104,-0.11517161,0.30513763,0.33204782,-0.2966406,-0.200143,0.041540626,-0.39343545,0.2861085,0.2742484,-0.14782627,0.19941485,0.24681564,0.31195527,-0.4014306,-0.39889595,0.15380952,0.20865461,0.502094,0.02312345,0.19419631,0.03550623,-0.07303048,0.34541693,-0.19927524,0.026011322,-0.0624338,-0.20902216,0.10737713,-0.12662593,-0.16337438,-0.046517715,0.30035535,0.029879924,0.064569645,-0.036847737,0.2721063,-0.12339024,-0.09410695,0.047366362,0.45223102,-0.056130856,-0.04082787,-0.24674608,0.123609625,0.039293226
P105796,1,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053586442,-0.023398196,-0.07001621,0.032426354,-0.10728755,-0.11993602,0.2961619,0.30932632,-0.2986934,-0.19423032,0.046466857,-0.38935807,0.29498586,0.26549152,-0.1546506,0.2004915,0.24108917,0.31634578,-0.40403113,-0.3897548,0.15778492,0.22294617,0.48809382,0.017955778,0.19025503,0.044319738,-0.052101213,0.34120432,-0.19996773,0.018858027,-0.057912704,-0.21042937,0.09904633,-0.11049497,-0.1693672,-0.049795806,0.29039118,0.025731826,0.061112598,-0.034014672,0.26436624,-0.11478275,-0.07688657,0.050994378,0.46322963,-0.052291587,-0.04640752,-0.24974592,0.13159654,0.031108944
P105798,5,0.35394000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.053586442,-0.023398196,-0.07001621,0.032426354,-0.10728755,-0.11993602,0.2961619,0.30932632,-0.2986934,-0.19423032,0.046466857,-0.38935807,0.29498586,0.26549152,-0.1546506,0.2004915,0.24108917,0.31634578,-0.40403113,-0.3897548,0.15778492,0.22294617,0.48809382,0.017955778,0.19025503,0.044319738,-0.052101213,0.34120432,-0.19996773,0.018858027,-0.057912704,-0.21042937,0.09904633,-0.11049497,-0.1693672,-0.049795806,0.29039118,0.025731826,0.061112598,-0.034014672,0.26436624,-0.11478275,-0.07688657,0.050994378,0.46322963,-0.052291587,-0.04640752,-0.24974592,0.13159654,0.031108944
P105799,2,0.38245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038483102,-0.01898571,-0.06196146,0.027118396,-0.07576912,-0.08995469,0.25197312,0.26227108,-0.25690943,-0.16529529,0.030871546,-0.35084462,0.2676573,0.2347677,-0.12378293,0.16550092,0.21140876,0.28290623,-0.35532302,-0.33414537,0.11918105,0.19056198,0.42113462,0.016068768,0.16345581,0.037386768,-0.059654355,0.30122733,-0.17073569,0.021898236,-0.049093604,-0.18665208,0.08260357,-0.10090516,-0.15704423,-0.04394712,0.25915807,0.042365927,0.052766763,-0.0318144,0.24031012,-0.1123003,-0.07505667,0.05122588,0.40479216,-0.05274775,-0.037525572,-0.22747488,0.10695697,0.026672428
P105800,2,0.4628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.038483102,-0.01898571,-0.06196146,0.027118396,-0.07576912,-0.08995469,0.25197312,0.26227108,-0.25690943,-0.16529529,0.030871546,-0.35084462,0.2676573,0.2347677,-0.12378293,0.16550092,0.21140876,0.28290623,-0.35532302,-0.33414537,0.11918105,0.19056198,0.42113462,0.016068768,0.16345581,0.037386768,-0.059654355,0.30122733,-0.17073569,0.021898236,-0.049093604,-0.18665208,0.08260357,-0.10090516,-0.15704423,-0.04394712,0.25915807,0.042365927,0.052766763,-0.0318144,0.24031012,-0.1123003,-0.07505667,0.05122588,0.40479216,-0.05274775,-0.037525572,-0.22747488,0.10695697,0.026672428
P105801,4,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.038483102,-0.01898571,-0.06196146,0.027118396,-0.07576912,-0.08995469,0.25197312,0.26227108,-0.25690943,-0.16529529,0.030871546,-0.35084462,0.2676573,0.2347677,-0.12378293,0.16550092,0.21140876,0.28290623,-0.35532302,-0.33414537,0.11918105,0.19056198,0.42113462,0.016068768,0.16345581,0.037386768,-0.059654355,0.30122733,-0.17073569,0.021898236,-0.049093604,-0.18665208,0.08260357,-0.10090516,-0.15704423,-0.04394712,0.25915807,0.042365927,0.052766763,-0.0318144,0.24031012,-0.1123003,-0.07505667,0.05122588,0.40479216,-0.05274775,-0.037525572,-0.22747488,0.10695697,0.026672428
P105802,5,0.1259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038483102,-0.01898571,-0.06196146,0.027118396,-0.07576912,-0.08995469,0.25197312,0.26227108,-0.25690943,-0.16529529,0.030871546,-0.35084462,0.2676573,0.2347677,-0.12378293,0.16550092,0.21140876,0.28290623,-0.35532302,-0.33414537,0.11918105,0.19056198,0.42113462,0.016068768,0.16345581,0.037386768,-0.059654355,0.30122733,-0.17073569,0.021898236,-0.049093604,-0.18665208,0.08260357,-0.10090516,-0.15704423,-0.04394712,0.25915807,0.042365927,0.052766763,-0.0318144,0.24031012,-0.1123003,-0.07505667,0.05122588,0.40479216,-0.05274775,-0.037525572,-0.22747488,0.10695697,0.026672428
P105803,2,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.038483102,-0.01898571,-0.06196146,0.027118396,-0.07576912,-0.08995469,0.25197312,0.26227108,-0.25690943,-0.16529529,0.030871546,-0.35084462,0.2676573,0.2347677,-0.12378293,0.16550092,0.21140876,0.28290623,-0.35532302,-0.33414537,0.11918105,0.19056198,0.42113462,0.016068768,0.16345581,0.037386768,-0.059654355,0.30122733,-0.17073569,0.021898236,-0.049093604,-0.18665208,0.08260357,-0.10090516,-0.15704423,-0.04394712,0.25915807,0.042365927,0.052766763,-0.0318144,0.24031012,-0.1123003,-0.07505667,0.05122588,0.40479216,-0.05274775,-0.037525572,-0.22747488,0.10695697,0.026672428
P105804,1,0.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.03926021,-0.0201455,-0.052473206,0.0133349635,-0.08142152,-0.082981244,0.22430277,0.24175422,-0.23197198,-0.15055563,0.03162412,-0.3025943,0.24110174,0.20793192,-0.11312338,0.15802918,0.17965515,0.25416672,-0.3109567,-0.31174752,0.1242559,0.16268106,0.37989053,0.018612258,0.1416421,0.03756039,-0.045969423,0.26962587,-0.15746604,0.0147175575,-0.04696134,-0.15897374,0.07142138,-0.08299752,-0.13232398,-0.03593634,0.23106106,0.03516711,0.045615863,-0.02590706,0.21191673,-0.093825854,-0.06371779,0.04569173,0.36585963,-0.04319873,-0.025911355,-0.20546798,0.093042195,0.014705976
P105806,4,0.323575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044022918,-0.02235006,-0.05407272,0.028854206,-0.08083873,-0.10189774,0.2858747,0.3042606,-0.2738588,-0.18284775,0.025192952,-0.37146366,0.27756143,0.24580574,-0.123694025,0.1823167,0.22979021,0.2920132,-0.35954475,-0.36549726,0.13991907,0.18021536,0.4601686,0.01931251,0.17095925,0.033409912,-0.07370976,0.3114425,-0.17662323,0.02910182,-0.053664863,-0.19037683,0.08602199,-0.1153,-0.14294471,-0.033897337,0.2692472,0.040033683,0.065353125,-0.028797911,0.27239707,-0.12846412,-0.07645902,0.050081577,0.4225873,-0.051807005,-0.029304704,-0.24530394,0.10886694,0.027182342
P105807,4,0.27649999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-0.04360346,-0.028580202,-0.06572423,0.024875352,-0.085134365,-0.09022712,0.25856954,0.27290866,-0.265003,-0.17171071,0.032783534,-0.3511528,0.27215955,0.23283128,-0.1272643,0.17245446,0.2093321,0.28198332,-0.35608187,-0.35083508,0.12646905,0.18527599,0.42884526,0.017210796,0.1666533,0.0320927,-0.053572495,0.30456424,-0.17620857,0.026578186,-0.042615,-0.1846733,0.07891912,-0.094933175,-0.14949332,-0.045230255,0.25160083,0.037883837,0.052026298,-0.03075769,0.24548708,-0.10741678,-0.07249207,0.049666565,0.4065293,-0.04697098,-0.033890527,-0.23013254,0.107932515,0.019642476
P105809,9,0.42241111111111107,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,-0.03980644,-0.02467307,-0.07289703,0.022699747,-0.08127815,-0.08558827,0.2729154,0.3006031,-0.29121718,-0.17650375,0.030981626,-0.37702364,0.30034292,0.25972694,-0.12615623,0.17178614,0.23420991,0.32046297,-0.38669407,-0.38495445,0.127327,0.18749496,0.45973086,0.013853773,0.18842262,0.033334404,-0.052668445,0.32889795,-0.19483262,0.03489305,-0.041456364,-0.20051008,0.073618956,-0.10718105,-0.17216568,-0.045233898,0.26852697,0.044911984,0.055498715,-0.03961789,0.2587938,-0.120961145,-0.07529825,0.0634031,0.4416917,-0.04489491,-0.037704915,-0.2556305,0.108011484,0.013838909
P105812,3,0.2868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03980644,-0.02467307,-0.07289703,0.022699747,-0.08127815,-0.08558827,0.2729154,0.3006031,-0.29121718,-0.17650375,0.030981626,-0.37702364,0.30034292,0.25972694,-0.12615623,0.17178614,0.23420991,0.32046297,-0.38669407,-0.38495445,0.127327,0.18749496,0.45973086,0.013853773,0.18842262,0.033334404,-0.052668445,0.32889795,-0.19483262,0.03489305,-0.041456364,-0.20051008,0.073618956,-0.10718105,-0.17216568,-0.045233898,0.26852697,0.044911984,0.055498715,-0.03961789,0.2587938,-0.120961145,-0.07529825,0.0634031,0.4416917,-0.04489491,-0.037704915,-0.2556305,0.108011484,0.013838909
